tracking_tier,title,venue,topic,arxiv,doi,paper_url,code_url,formal_class,decision,published_at,directions
Canonical,LLMShare: Optimizing LLM Inference Serving with Hardware Architecture Exploration,DAC 2025,LLM serving / prefill-decode hardware specialization / design-space exploration,,10.1109/DAC63849.2025.11132534,https://doi.org/10.1109/DAC63849.2025.11132534,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Edge / Cloud / Heterogeneous AI
Canonical,MILLION: Mastering Long-Context LLM Inference Via Outlier-Immunized KV Product Quantization,DAC 2025,KV cache quantization / long-context LLM inference / GPU attention kernel,2504.03661,10.1109/DAC63849.2025.11132862,https://arxiv.org/abs/2504.03661,https://github.com/ZongwuWang/MILLION,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Quantization; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Canonical,PacTrain: Pruning and Adaptive Sparse Gradient Compression for Efficient Collective Communication in Distributed Deep Learning,DAC 2025,distributed training / sparse gradient compression / collective communication,2505.18563,,https://arxiv.org/abs/2505.18563,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Sparsity / Pruning; Distributed Training / Inference
Canonical,PIMPAL: Accelerating LLM Inference on Edge Devices via In-DRAM Arithmetic Lookup,DAC 2025,edge LLM inference / processing-in-memory / GEMV accelerator,,10.1109/DAC63849.2025.11133391,https://doi.org/10.1109/DAC63849.2025.11133391,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Edge / Cloud / Heterogeneous AI
Canonical,Precon: A Precision-Convertible Architecture for Accelerating Quantized Deep Learning Models across Various Domains Including LLMs,DAC 2025,quantization / accelerator / mixed precision,,10.1109/DAC63849.2025.11133184,https://doi.org/10.1109/DAC63849.2025.11133184,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization
Canonical,RADiT: Redundancy-Aware Diffusion Transformer Acceleration Leveraging Timestep Similarity,DAC 2025,diffusion / DiT acceleration / hardware-software co-design,,10.1109/DAC63849.2025.11133190,https://doi.org/10.1109/DAC63849.2025.11133190,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,ReaLM: Reliable and Efficient Large Language Model Inference with Statistical Algorithm-Based Fault Tolerance,DAC 2025,reliable and energy-efficient LLM inference / statistical ABFT / algorithm-circuit co-design,2503.24053,10.1109/DAC63849.2025.11132610,https://arxiv.org/abs/2503.24053,https://github.com/PKU-SEC-Lab/ReaLM_DAC25,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Edge / Cloud / Heterogeneous AI
Canonical,SpecASR: Accelerating LLM-based Automatic Speech Recognition via Speculative Decoding,DAC 2025,speculative decoding / audio-language inference / real-time ASR,2507.18181,10.1109/DAC63849.2025.11132579,https://arxiv.org/abs/2507.18181,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Sparsity / Pruning
Canonical,SQ-DM: Accelerating Diffusion Models with Aggressive Quantization and Temporal Sparsity,DAC 2025,diffusion acceleration / low-bit quantization / temporal activation sparsity / accelerator co-design,2501.15448,10.1109/DAC63849.2025.11132632,https://arxiv.org/abs/2501.15448,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; Sparsity / Pruning; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,AdaDiff: Accelerating Diffusion Models through Step-Wise Adaptive Computation,ECCV 2024,diffusion acceleration / adaptive computation / early exit,2309.17074,10.1007/978-3-031-72986-7_5,https://arxiv.org/abs/2309.17074,https://github.com/Tangshengku/AdaDiff,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,An Image is Worth 1/2 Tokens After Layer 2: Plug-and-Play Inference Acceleration for Large Vision-Language Models,ECCV 2024,VLM visual-token pruning,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10478_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; Multimodal / MLLM Serving
Canonical,"BK-SDM: A Lightweight, Fast, and Cheap Version of Stable Diffusion",ECCV 2024,diffusion pruning / compact model,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7138_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Edge / Cloud / Heterogeneous AI
Canonical,Efficient Diffusion Transformer with Step-wise Dynamic Attention Mediators,ECCV 2024,diffusion/flow acceleration / efficient attention,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2391_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Efficient Inference of Vision Instruction-Following Models with Elastic Cache,ECCV 2024,KV cache / multimodal inference,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2528_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Multimodal / MLLM Serving
Canonical,FlexAttention for Efficient High-Resolution Vision-Language Models,ECCV 2024,multimodal/MLLM serving / efficient attention,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/3642_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Efficient Attention; Multimodal / MLLM Serving
Canonical,HiDiffusion: Unlocking Higher-Resolution Creativity and Efficiency in Pretrained Diffusion Models,ECCV 2024,diffusion inference acceleration,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6764_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Inf-DiT: Upsampling any-resolution image with memory-efficient diffusion transformer.,ECCV 2024,diffusion memory efficiency,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10940_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,IVTP: Instruction-guided Visual Token Pruning for Large Vision-Language Models,ECCV 2024,VLM visual-token pruning,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2577_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; Multimodal / MLLM Serving
Canonical,LLaMA-VID: An Image is Worth 2 Tokens in Large Language Models,ECCV 2024,video VLM token compression,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6290_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Multimodal / MLLM Serving
Canonical,Memory-Efficient Fine-Tuning for Quantized Diffusion Model,ECCV 2024,diffusion quantization / memory-efficient fine-tuning,,10.1007/978-3-031-72640-8_20,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2494_ECCV_2024_paper.php,https://github.com/ugonfor/TuneQDM,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,MixDQ: Memory-Efficient Few-Step Text-to-Image Diffusion Models with Metric-Decoupled Mixed Precision Quantization,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2212_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Mixture of Efficient Diffusion Experts Through Automatic Interval and Sub-Network Selection,ECCV 2024,diffusion/flow acceleration / pruning,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7799_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Sparsity / Pruning; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Post-training Quantization with Progressive Calibration and Activation Relaxing for Text-to-Image Diffusion Models,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7353_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,SlimFlow: Training Smaller One-Step Diffusion Models with Rectified Flow,ECCV 2024,compact one-step diffusion,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10822_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Timestep-Aware Correction for Quantized Diffusion Models,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/8312_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,Turbo: Informativity-Driven Acceleration Plug-In for Vision-Language Large Models,ECCV 2024,VLM inference acceleration / token redundancy pruning,2407.11717,10.1007/978-3-031-72952-2_25,https://arxiv.org/abs/2407.11717,https://github.com/anakin-skywalker-Joseph/Folder,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Sparsity / Pruning; Multimodal / MLLM Serving
Canonical,Accelerated Test-Time Scaling with Model-Free Speculative Sampling,EMNLP 2025,efficient reasoning / model-free speculative decoding,,10.18653/v1/2025.emnlp-main.1558,https://aclanthology.org/2025.emnlp-main.1558/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Efficient Reasoning / Agents
Canonical,Alignment-Augmented Speculative Decoding with Alignment Sampling and Conditional Verification,EMNLP 2025,speculative decoding / conditional verification,,10.18653/v1/2025.emnlp-main.343,https://aclanthology.org/2025.emnlp-main.343/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Diffusion / Flow Acceleration
Canonical,Cacheback: Speculative Decoding With Nothing But Cache,EMNLP 2025,speculative decoding / cache-based drafting,,10.18653/v1/2025.emnlp-main.1581,https://doi.org/10.18653/v1/2025.emnlp-main.1581,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,CopySpec: Accelerating LLMs with Speculative Copy-and-Paste,EMNLP 2025,speculative decoding / context reuse,,10.18653/v1/2025.emnlp-main.1337,https://aclanthology.org/2025.emnlp-main.1337/,https://github.com/RazvanDu/CopySpec,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,Cost-Optimal Grouped-Query Attention for Long-Context Modeling,EMNLP 2025,efficient attention / GQA / long-context modeling,,10.18653/v1/2025.emnlp-main.272,https://doi.org/10.18653/v1/2025.emnlp-main.272,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Efficient Attention
Canonical,Dovetail: A CPU/GPU Heterogeneous Speculative Decoding for LLM inference,EMNLP 2025,heterogeneous CPU/GPU inference / speculative decoding,,10.18653/v1/2025.emnlp-main.879,https://doi.org/10.18653/v1/2025.emnlp-main.879,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Canonical,Draft Model Knows When to Stop: Self-Verification Speculative Decoding for Long-Form Generation,EMNLP 2025,speculative decoding / efficient reasoning,,10.18653/v1/2025.emnlp-main.844,https://aclanthology.org/2025.emnlp-main.844/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Efficient Reasoning / Agents
Canonical,Efficient Beam Search for Large Language Models Using Trie-Based Decoding,EMNLP 2025,beam search / shared KV cache / decoding acceleration,,10.18653/v1/2025.emnlp-main.748,https://doi.org/10.18653/v1/2025.emnlp-main.748,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,Faster In-Context Learning for LLMs via N-Gram Trie Speculative Decoding,EMNLP 2025,speculative decoding / in-context learning,,10.18653/v1/2025.emnlp-main.911,https://aclanthology.org/2025.emnlp-main.911/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding
Canonical,FIER: Fine-Grained and Efficient KV Cache Retrieval for Long-context LLM Inference,EMNLP 2025,KV cache retrieval / long-context inference,,10.18653/v1/2025.findings-emnlp.515,https://doi.org/10.18653/v1/2025.findings-emnlp.515,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,GraphKV: Breaking the Static Selection Paradigm with Graph-Based KV Cache Eviction,EMNLP 2025,KV cache eviction / graph-based selection,,10.18653/v1/2025.emnlp-main.1112,https://doi.org/10.18653/v1/2025.emnlp-main.1112,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,LeanK: Learnable K Cache Channel Pruning for Efficient Decoding,EMNLP 2025,KV cache pruning / decoding acceleration,,10.18653/v1/2025.emnlp-main.1584,https://doi.org/10.18653/v1/2025.emnlp-main.1584,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning
Canonical,Lookahead Q-Cache: Achieving More Consistent KV Cache Eviction via Pseudo Query,EMNLP 2025,KV cache eviction / long-context inference,,10.18653/v1/2025.emnlp-main.1732,https://doi.org/10.18653/v1/2025.emnlp-main.1732,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,PRISM: Efficient Long-Range Reasoning With Short-Context LLMs,EMNLP 2025,efficient reasoning / KV reuse / short-context inference,,10.18653/v1/2025.emnlp-main.517,https://doi.org/10.18653/v1/2025.emnlp-main.517,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Efficient Reasoning / Agents
Canonical,QSpec: Speculative Decoding with Complementary Quantization Schemes,EMNLP 2025,speculative decoding / quantization,,10.18653/v1/2025.emnlp-main.240,https://doi.org/10.18653/v1/2025.emnlp-main.240,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Quantization
Canonical,Reasoning under Uncertainty: Efficient LLM Inference via Unsupervised Confidence Dilution and Convergent Adaptive Sampling,EMNLP 2025,efficient reasoning / adaptive sampling,,10.18653/v1/2025.emnlp-main.1638,https://doi.org/10.18653/v1/2025.emnlp-main.1638,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Efficient Reasoning / Agents
Canonical,Spec-VLA: Speculative Decoding for Vision-Language-Action Models with Relaxed Acceptance,EMNLP 2025,Physical AI / VLA speculative decoding / relaxed action-token verification,2507.22424,10.18653/v1/2025.emnlp-main.1367,https://arxiv.org/abs/2507.22424,https://github.com/PineTreeWss/SpecVLA,CANONICAL_HIGH_VALUE,BACKFILL_HIGH_PROTECTED_PHYSICAL_AI,,Speculative Decoding; Multimodal / MLLM Serving; VLA / WAM / Physical AI
Canonical,Speculative Streaming: Efficient and Scalable Speculative Decoding with Multi-Stream Attention,EMNLP 2025,speculative decoding / multi-stream attention,,10.18653/v1/2025.emnlp-main.986,https://doi.org/10.18653/v1/2025.emnlp-main.986,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Efficient Attention
Canonical,SpecVLM: Enhancing Speculative Decoding of Video LLMs via Verifier-Guided Token Pruning,EMNLP 2025,multimodal speculative decoding / video LLM / verifier-guided visual-token pruning,,10.18653/v1/2025.emnlp-main.366,https://doi.org/10.18653/v1/2025.emnlp-main.366,https://github.com/zju-jiyicheng/SpecVLM,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; Sparsity / Pruning; Multimodal / MLLM Serving
Canonical,Thought calibration: Efficient and confident test-time scaling,EMNLP 2025,efficient reasoning / adaptive test-time compute,,10.18653/v1/2025.emnlp-main.722,https://doi.org/10.18653/v1/2025.emnlp-main.722,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Efficient Reasoning / Agents
Canonical,TokenSelect: Efficient Long-Context Inference and Length Extrapolation for LLMs via Dynamic Token-Level KV Cache Selection,EMNLP 2025,long-context inference / KV selection / sparse attention,,10.18653/v1/2025.emnlp-main.1079,https://doi.org/10.18653/v1/2025.emnlp-main.1079,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
Canonical,UNComp: Can Matrix Entropy Uncover Sparsity? — A Compressor Design from an Uncertainty-Aware Perspective,EMNLP 2025,KV cache compression / long-context inference / uncertainty-aware sparsity,,10.18653/v1/2025.emnlp-main.209,https://doi.org/10.18653/v1/2025.emnlp-main.209,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning
Canonical,XQuant: Achieving Ultra-Low Bit KV Cache Quantization with Cross-Layer Compression,EMNLP 2025,KV cache quantization / long-context inference,,10.18653/v1/2025.emnlp-main.494,https://doi.org/10.18653/v1/2025.emnlp-main.494,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Quantization
Canonical,"Cache Saver: A Modular Framework for Efficient, Affordable, and Reproducible LLM Inference",EMNLP 2025 Findings,LLM inference framework / response caching / cost and carbon efficiency,,10.18653/v1/2025.findings-emnlp.1402,https://aclanthology.org/2025.findings-emnlp.1402/,https://github.com/au-clan/cachesaver,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Edge / Cloud / Heterogeneous AI
Canonical,DynamicKV: Task-Aware Adaptive KV Cache Compression for Long Context LLMs,EMNLP 2025 Findings,KV cache compression / task-aware adaptive allocation,,10.18653/v1/2025.findings-emnlp.426,https://aclanthology.org/2025.findings-emnlp.426/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Diffusion / Flow Acceleration
Canonical,EvolKV: Evolutionary KV Cache Compression for LLM Inference,EMNLP 2025 Findings,KV cache compression / evolutionary budget allocation,,10.18653/v1/2025.findings-emnlp.88,https://aclanthology.org/2025.findings-emnlp.88/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,Hardware-Aware Parallel Prompt Decoding for Memory-Efficient Acceleration of LLM Inference,EMNLP 2025 Findings,speculative decoding / edge LLM / memory-efficient inference,,10.18653/v1/2025.findings-emnlp.120,https://aclanthology.org/2025.findings-emnlp.120/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Speculative Decoding; KV Cache / Long Context; Edge / Cloud / Heterogeneous AI
Canonical,LAVa: Layer-wise KV Cache Eviction with Dynamic Budget Allocation,EMNLP 2025 Findings,KV cache eviction / dynamic layer-head budgets,,10.18653/v1/2025.findings-emnlp.737,https://aclanthology.org/2025.findings-emnlp.737/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context
Canonical,"More Tokens, Lower Precision: Towards the Optimal Token-Precision Trade-off in KV Cache Compression",EMNLP 2025 Findings,KV cache compression / token-precision co-optimization,,10.18653/v1/2025.findings-emnlp.429,https://aclanthology.org/2025.findings-emnlp.429/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Quantization; Sparsity / Pruning
Canonical,AdaGen: Workload-Adaptive Cluster Scheduler for Latency-Optimal LLM Inference Serving,EuroSys 2026,LLM serving / cluster scheduling / SLO / distributed execution,,10.1145/3767295.3769345,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Distributed Training / Inference
Canonical,AdaServe: Accelerating Multi-SLO LLM Serving with SLO-Customized Speculative Decoding,EuroSys 2026,LLM serving / speculative decoding / multi-SLO,,10.1145/3767295.3769315,https://doi.org/10.1145/3767295.3769315,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Speculative Decoding; Edge / Cloud / Heterogeneous AI
Canonical,AIMS: Cost-Efficient LLM-Based Agent Deployment in Hybrid Cloud-Edge Environments,EuroSys 2026,agent serving / cloud-edge / cost-efficient LLM deployment,,10.1145/3767295.3803622,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Canonical,Arena: Efficiently Training Large Models via Dynamic Scheduling and Adaptive Parallelism Co-Design,EuroSys 2026,distributed large-model training / cluster scheduling / adaptive parallelism,2403.16125,10.1145/3767295.3803571,https://arxiv.org/abs/2403.16125,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Distributed Training / Inference
Canonical,Automated End-to-End Model Serving with Cooperative Compilation and Scheduling,EuroSys 2026,model serving / compiler-runtime co-design / scheduling,,10.1145/3767295.3769392,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler
Canonical,Bridging the GPU Utilization Gap: Predictive Multi-Dimensional Resource Scheduling for AI Workloads,EuroSys 2026,GPU cluster scheduling / AI workloads / multidimensional resource utilization,,10.1145/3767295.3803579,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,Crimson: Collaborative Parameter Updates for Efficient Pipeline Training of Large Language Models,EuroSys 2026,LLM distributed training / pipeline parallelism / collaborative parameter updates,,10.1145/3767295.3803606,https://doi.org/10.1145/3767295.3803606,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Distributed Training / Inference
Canonical,Efficient Data Passing for Serverless Inference Workflows: A GPU-Centric Approach,EuroSys 2026,serverless ML inference / GPU-centric data passing / workflow serving,,10.1145/3767295.3769336,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Canonical,Efficient Multimodal Serving via Module Multiplexing,EuroSys 2026,multimodal/MLLM serving / module multiplexing,,10.1145/3767295.3769389,https://doi.org/10.1145/3767295.3769389,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Multimodal / MLLM Serving; Efficient Reasoning / Agents
Canonical,FlashPS: Efficient Generative Image Editing with Mask-aware Caching and Scheduling,EuroSys 2026,diffusion serving / image editing / activation caching / continuous batching,2505.20600,10.1145/3767295.3769379,https://arxiv.org/abs/2505.20600,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Canonical,FlexiQ: Adaptive Mixed-Precision Quantization for Latency/Accuracy Trade-Offs in Deep Neural Networks,EuroSys 2026,adaptive mixed-precision quantization / runtime accuracy-latency tradeoff / NPU-GPU inference,2510.02822,10.1145/3767295.3769351,https://arxiv.org/abs/2510.02822,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Quantization; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Canonical,FlexPipe: Adapting Dynamic LLM Serving Through Inflight Pipeline Refactoring in Fragmented Serverless Clusters,EuroSys 2026,LLM serving / serverless / pipeline parallelism,2510.11938,10.1145/3767295.3769316,https://arxiv.org/abs/2510.11938,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,Handling Network Faults in Distributed AI Training: Failover is Now an Option,EuroSys 2026,distributed AI training / network fault tolerance / production resilience,,10.1145/3767295.3769322,https://2026.eurosys.org/papers.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Distributed Training / Inference
Canonical,HARP: Orchestrating Automated Parallel Training on Heterogeneous GPU Clusters,EuroSys 2026,distributed training / heterogeneous GPU cluster / automated parallelism,2509.24859,10.1145/3767295.3803603,https://arxiv.org/abs/2509.24859,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Distributed Training / Inference; Edge / Cloud / Heterogeneous AI
Canonical,High Throughput and Low Latency LLM Serving via Adaptive KV Caching,EuroSys 2026,LLM serving / KV cache / adaptive caching,,10.1145/3767295.3803570,https://doi.org/10.1145/3767295.3803570,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context
Canonical,KUNSERVE,EuroSys 2026,responsive LLM streaming + memory-overload-aware serving,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving
Canonical,MegaScale-Data: Scaling DataLoader for Multisource Large Foundation Model Training,EuroSys 2026,foundation-model training / distributed dataloader / multisource data pipeline,2504.09844,10.1145/3767295.3803568,https://arxiv.org/abs/2504.09844,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,Distributed Training / Inference
Canonical,MegaScale-MoE: Large-Scale Communication-Efficient Training of Mixture-of-Experts Models in Production,EuroSys 2026,MoE training systems / communication optimization,2505.11432,,https://arxiv.org/abs/2505.11432,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,"MegaScale-Omni: A Hyper-Scale, Workload-Resilient System for MultiModal LLM Training in Production",EuroSys 2026,multimodal LLM training / production distributed systems / elastic workload management,2605.08962,10.1145/3767295.3803587,https://arxiv.org/abs/2605.08962,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler; Distributed Training / Inference; Multimodal / MLLM Serving
Canonical,MFS: An Efficient Model Family Serving System for LLMs,EuroSys 2026,LLM model-family serving / multi-tier batching / cross-model KV sharing,,10.1145/3767295.3769355,https://doi.org/10.1145/3767295.3769355,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; KV Cache / Long Context; GPU Kernel / DSL / Compiler
Canonical,PARD: Enhancing Goodput for Inference Pipeline via Proactive Request Dropping,EuroSys 2026,inference pipeline serving / goodput / SLO-aware request dropping,2602.08747,10.1145/3767295.3803581,https://arxiv.org/abs/2602.08747,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Canonical,PiLLM: Resource-Efficient LLM Inference Using Workload Prediction,EuroSys 2026,LLM inference / workload prediction / resource efficiency,2601.18733,10.1145/3767295.3769393,https://arxiv.org/abs/2601.18733,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving
Canonical,Reducing the GPU Memory Bottleneck with Lossless Compression for ML,EuroSys 2026,GPU memory / tensor compression / ML systems,2605.30728,10.1145/3767295.3803595,https://arxiv.org/abs/2605.30728,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,GPU Kernel / DSL / Compiler
Canonical,SAS: Sparse Attention Synthesizer for Efficient Language Model Inference,EuroSys 2026,efficient attention / kernel synthesis / KV cache,2602.09051,10.1145/3767295.3769364,https://arxiv.org/abs/2602.09051,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Canonical,Scaling LLM Test-Time Compute with Mobile NPU on Smartphones,EuroSys 2026,on-device LLM reasoning / mobile NPU / hardware-aware quantization,2509.23324,10.1145/3767295.3769382,https://arxiv.org/abs/2509.23324,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,,LLM Serving; Quantization; GPU Kernel / DSL / Compiler; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
