title,venue,topic,arxiv,doi,paper_url,code_url,formal_class,decision,directions
AdaDiff: Accelerating Diffusion Models through Step-Wise Adaptive Computation,ECCV 2024,diffusion acceleration / adaptive computation / early exit,2309.17074,10.1007/978-3-031-72986-7_5,https://arxiv.org/abs/2309.17074,https://github.com/Tangshengku/AdaDiff,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
An Image is Worth 1/2 Tokens After Layer 2: Plug-and-Play Inference Acceleration for Large Vision-Language Models,ECCV 2024,VLM visual-token pruning,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10478_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
"BK-SDM: A Lightweight, Fast, and Cheap Version of Stable Diffusion",ECCV 2024,diffusion pruning / compact model,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7138_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Edge / Cloud / Heterogeneous AI
Efficient Inference of Vision Instruction-Following Models with Elastic Cache,ECCV 2024,KV cache / multimodal inference,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2528_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Multimodal / MLLM Serving
HiDiffusion: Unlocking Higher-Resolution Creativity and Efficiency in Pretrained Diffusion Models,ECCV 2024,diffusion inference acceleration,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6764_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Inf-DiT: Upsampling any-resolution image with memory-efficient diffusion transformer.,ECCV 2024,diffusion memory efficiency,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10940_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Attention; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
IVTP: Instruction-guided Visual Token Pruning for Large Vision-Language Models,ECCV 2024,VLM visual-token pruning,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2577_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
LLaMA-VID: An Image is Worth 2 Tokens in Large Language Models,ECCV 2024,video VLM token compression,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6290_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Multimodal / MLLM Serving
MixDQ: Memory-Efficient Few-Step Text-to-Image Diffusion Models with Metric-Decoupled Mixed Precision Quantization,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/2212_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Post-training Quantization with Progressive Calibration and Activation Relaxing for Text-to-Image Diffusion Models,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/7353_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
SlimFlow: Training Smaller One-Step Diffusion Models with Rectified Flow,ECCV 2024,compact one-step diffusion,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/10822_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Timestep-Aware Correction for Quantized Diffusion Models,ECCV 2024,diffusion quantization,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/8312_ECCV_2024_paper.php,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Turbo: Informativity-Driven Acceleration Plug-In for Vision-Language Large Models,ECCV 2024,VLM inference acceleration / token redundancy pruning,2407.11717,10.1007/978-3-031-72952-2_25,https://arxiv.org/abs/2407.11717,https://github.com/anakin-skywalker-Joseph/Folder,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Sparsity / Pruning; Multimodal / MLLM Serving
Accelerated Test-Time Scaling with Model-Free Speculative Sampling,EMNLP 2025,efficient reasoning / model-free speculative decoding,,10.18653/v1/2025.emnlp-main.1558,https://aclanthology.org/2025.emnlp-main.1558/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Efficient Reasoning / Agents
Alignment-Augmented Speculative Decoding with Alignment Sampling and Conditional Verification,EMNLP 2025,speculative decoding / conditional verification,,10.18653/v1/2025.emnlp-main.343,https://aclanthology.org/2025.emnlp-main.343/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Diffusion / Flow Acceleration
Cacheback: Speculative Decoding With Nothing But Cache,EMNLP 2025,speculative decoding / cache-based drafting,,10.18653/v1/2025.emnlp-main.1581,https://doi.org/10.18653/v1/2025.emnlp-main.1581,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding
Cost-Optimal Grouped-Query Attention for Long-Context Modeling,EMNLP 2025,efficient attention / GQA / long-context modeling,,10.18653/v1/2025.emnlp-main.272,https://doi.org/10.18653/v1/2025.emnlp-main.272,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Attention
Dovetail: A CPU/GPU Heterogeneous Speculative Decoding for LLM inference,EMNLP 2025,heterogeneous CPU/GPU inference / speculative decoding,,10.18653/v1/2025.emnlp-main.879,https://doi.org/10.18653/v1/2025.emnlp-main.879,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Efficient Beam Search for Large Language Models Using Trie-Based Decoding,EMNLP 2025,beam search / shared KV cache / decoding acceleration,,10.18653/v1/2025.emnlp-main.748,https://doi.org/10.18653/v1/2025.emnlp-main.748,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
FIER: Fine-Grained and Efficient KV Cache Retrieval for Long-context LLM Inference,EMNLP 2025,KV cache retrieval / long-context inference,,10.18653/v1/2025.findings-emnlp.515,https://doi.org/10.18653/v1/2025.findings-emnlp.515,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
GraphKV: Breaking the Static Selection Paradigm with Graph-Based KV Cache Eviction,EMNLP 2025,KV cache eviction / graph-based selection,,10.18653/v1/2025.emnlp-main.1112,https://doi.org/10.18653/v1/2025.emnlp-main.1112,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
LeanK: Learnable K Cache Channel Pruning for Efficient Decoding,EMNLP 2025,KV cache pruning / decoding acceleration,,10.18653/v1/2025.emnlp-main.1584,https://doi.org/10.18653/v1/2025.emnlp-main.1584,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Sparsity / Pruning
Lookahead Q-Cache: Achieving More Consistent KV Cache Eviction via Pseudo Query,EMNLP 2025,KV cache eviction / long-context inference,,10.18653/v1/2025.emnlp-main.1732,https://doi.org/10.18653/v1/2025.emnlp-main.1732,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
PRISM: Efficient Long-Range Reasoning With Short-Context LLMs,EMNLP 2025,efficient reasoning / KV reuse / short-context inference,,10.18653/v1/2025.emnlp-main.517,https://doi.org/10.18653/v1/2025.emnlp-main.517,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Reasoning / Agents
QSpec: Speculative Decoding with Complementary Quantization Schemes,EMNLP 2025,speculative decoding / quantization,,10.18653/v1/2025.emnlp-main.240,https://doi.org/10.18653/v1/2025.emnlp-main.240,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization
Reasoning under Uncertainty: Efficient LLM Inference via Unsupervised Confidence Dilution and Convergent Adaptive Sampling,EMNLP 2025,efficient reasoning / adaptive sampling,,10.18653/v1/2025.emnlp-main.1638,https://doi.org/10.18653/v1/2025.emnlp-main.1638,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Reasoning / Agents
Speculative Streaming: Efficient and Scalable Speculative Decoding with Multi-Stream Attention,EMNLP 2025,speculative decoding / multi-stream attention,,10.18653/v1/2025.emnlp-main.986,https://doi.org/10.18653/v1/2025.emnlp-main.986,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Efficient Attention
Thought calibration: Efficient and confident test-time scaling,EMNLP 2025,efficient reasoning / adaptive test-time compute,,10.18653/v1/2025.emnlp-main.722,https://doi.org/10.18653/v1/2025.emnlp-main.722,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Reasoning / Agents
TokenSelect: Efficient Long-Context Inference and Length Extrapolation for LLMs via Dynamic Token-Level KV Cache Selection,EMNLP 2025,long-context inference / KV selection / sparse attention,,10.18653/v1/2025.emnlp-main.1079,https://doi.org/10.18653/v1/2025.emnlp-main.1079,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
XQuant: Achieving Ultra-Low Bit KV Cache Quantization with Cross-Layer Compression,EMNLP 2025,KV cache quantization / long-context inference,,10.18653/v1/2025.emnlp-main.494,https://doi.org/10.18653/v1/2025.emnlp-main.494,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization
"Cache Saver: A Modular Framework for Efficient, Affordable, and Reproducible LLM Inference",EMNLP 2025 Findings,LLM inference framework / response caching / cost and carbon efficiency,,10.18653/v1/2025.findings-emnlp.1402,https://aclanthology.org/2025.findings-emnlp.1402/,https://github.com/au-clan/cachesaver,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
DynamicKV: Task-Aware Adaptive KV Cache Compression for Long Context LLMs,EMNLP 2025 Findings,KV cache compression / task-aware adaptive allocation,,10.18653/v1/2025.findings-emnlp.426,https://aclanthology.org/2025.findings-emnlp.426/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Diffusion / Flow Acceleration
EvolKV: Evolutionary KV Cache Compression for LLM Inference,EMNLP 2025 Findings,KV cache compression / evolutionary budget allocation,,10.18653/v1/2025.findings-emnlp.88,https://aclanthology.org/2025.findings-emnlp.88/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Hardware-Aware Parallel Prompt Decoding for Memory-Efficient Acceleration of LLM Inference,EMNLP 2025 Findings,speculative decoding / edge LLM / memory-efficient inference,,10.18653/v1/2025.findings-emnlp.120,https://aclanthology.org/2025.findings-emnlp.120/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context; Edge / Cloud / Heterogeneous AI
LAVa: Layer-wise KV Cache Eviction with Dynamic Budget Allocation,EMNLP 2025 Findings,KV cache eviction / dynamic layer-head budgets,,10.18653/v1/2025.findings-emnlp.737,https://aclanthology.org/2025.findings-emnlp.737/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
"More Tokens, Lower Precision: Towards the Optimal Token-Precision Trade-off in KV Cache Compression",EMNLP 2025 Findings,KV cache compression / token-precision co-optimization,,10.18653/v1/2025.findings-emnlp.429,https://aclanthology.org/2025.findings-emnlp.429/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization; Sparsity / Pruning
AdaServe: Accelerating Multi-SLO LLM Serving with SLO-Customized Speculative Decoding,EuroSys 2026,LLM serving / speculative decoding / multi-SLO,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Edge / Cloud / Heterogeneous AI
Efficient Multimodal Serving via Module Multiplexing,EuroSys 2026,multimodal/MLLM serving / module multiplexing,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Multimodal / MLLM Serving; Efficient Reasoning / Agents
FlashPS: Efficient Generative Image Editing with Mask-aware Caching and Scheduling,EuroSys 2026,diffusion serving / image editing / activation caching / continuous batching,2505.20600,10.1145/3767295.3769379,https://arxiv.org/abs/2505.20600,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
FlexPipe: Adapting Dynamic LLM Serving Through Inflight Pipeline Refactoring in Fragmented Serverless Clusters,EuroSys 2026,LLM serving / serverless / pipeline parallelism,2510.11938,10.1145/3767295.3769316,https://arxiv.org/abs/2510.11938,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Distributed Training / Inference
High Throughput and Low Latency LLM Serving via Adaptive KV Caching,EuroSys 2026,LLM serving / KV cache / adaptive caching,,10.1145/3767295.3803570,https://doi.org/10.1145/3767295.3803570,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
KUNSERVE,EuroSys 2026,responsive LLM streaming + memory-overload-aware serving,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
MegaScale-MoE: Large-Scale Communication-Efficient Training of Mixture-of-Experts Models in Production,EuroSys 2026,MoE training systems / communication optimization,2505.11432,,https://arxiv.org/abs/2505.11432,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Distributed Training / Inference
MFS: An Efficient Model Family Serving System for LLMs,EuroSys 2026,LLM model-family serving / multi-tier batching / cross-model KV sharing,,10.1145/3767295.3769355,https://doi.org/10.1145/3767295.3769355,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; GPU Kernel / DSL / Compiler
PiLLM: Resource-Efficient LLM Inference Using Workload Prediction,EuroSys 2026,LLM inference / workload prediction / resource efficiency,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
Reducing the GPU Memory Bottleneck with Lossless Compression for ML,EuroSys 2026,GPU memory / tensor compression / ML systems,,10.1145/3767295.3803595,https://doi.org/10.1145/3767295.3803595,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler
SAS: Sparse Attention Synthesizer for Efficient Language Model Inference,EuroSys 2026,efficient attention / kernel synthesis / KV cache,2602.09051,10.1145/3767295.3769364,https://arxiv.org/abs/2602.09051,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Scaling LLM Test-Time Compute with Mobile NPU on Smartphones,EuroSys 2026,on-device LLM reasoning / mobile NPU / hardware-aware quantization,2509.23324,10.1145/3767295.3769382,https://arxiv.org/abs/2509.23324,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Quantization; GPU Kernel / DSL / Compiler; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
SkyWalker: A Locality-Aware Cross-Region Load Balancer for LLM Inference,EuroSys 2026,LLM serving / cross-region load balancing / cloud,2505.24095,10.1145/3767295.3769353,https://arxiv.org/abs/2505.24095,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
TailorLLM: Collaborative End-Cloud Inference of Large and Small Language Models Based on Low-Rank Adaptation,EuroSys 2026,edge/cloud LLM inference / collaborative serving / LoRA,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Edge / Cloud / Heterogeneous AI
TokenFlow,EuroSys 2026,responsive LLM streaming + memory-overload-aware serving,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,FPGA 2026,LLM serving / CXL / FPGA / speculative KV cache,2512.11920,10.1145/3748173.3779188,https://arxiv.org/abs/2512.11920,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; KV Cache / Long Context; Edge / Cloud / Heterogeneous AI
Enabling Efficient SpMM for Sparse Attention on GEMM-Optimized Hardware with Block Aggregation,FPGA 2026,sparse attention / FPGA / SpMM-GEMM transformation,,10.1145/3748173.3779187,https://doi.org/10.1145/3748173.3779187,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler; Distributed Training / Inference
FARE: A Fine-grained Pipelined Reconfigurable FlashAttention Kernel,FPGA 2026,FlashAttention accelerator / FPGA,,10.1145/3748173.3779572,https://doi.org/10.1145/3748173.3779572,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Attention; GPU Kernel / DSL / Compiler
KANELÉ: Kolmogorov-Arnold Networks for Efficient LUT-based Evaluation,FPGA 2026,efficient FPGA ML inference / LUT neural networks,2512.12850,10.1145/3748173.3779202,https://arxiv.org/abs/2512.12850,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; Sparsity / Pruning
TeLLMe: An Efficient End-to-End Ternary LLM Prefill and Decode Accelerator with Table-Lookup Matmul on Edge FPGAs,FPGA 2026,edge LLM inference / ternary accelerator / FPGA,2510.15926,10.1145/3748173.3779191,https://arxiv.org/abs/2510.15926,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Edge / Cloud / Heterogeneous AI
Adaptive Draft Sequence Length,HPCA 2026,efficient VLM + PIM inference + reasoning accelerator + speculative decoding,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Multimodal / MLLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
AQPIM: Breaking the PIM Capacity Wall for LLMs with In-Memory Activation Quantization,HPCA 2026,PIM / activation quantization / long-context LLM,2604.18137,,https://arxiv.org/abs/2604.18137,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization; Edge / Cloud / Heterogeneous AI
AutoHAAP: Automated Heterogeneity-Aware Asymmetric Partitioning for LLM Training,HPCA 2026,heterogeneous distributed LLM training / partition search,,10.1109/HPCA68181.2026.11408533,https://doi.org/10.1109/HPCA68181.2026.11408533,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Distributed Training / Inference; Edge / Cloud / Heterogeneous AI
BitDecoding: Unlocking Tensor Cores for Long-Context LLMs with Low-Bit KV Cache,HPCA 2026,low-bit KV cache / Tensor Core decoding,,10.1109/HPCA68181.2026.11408481,https://doi.org/10.1109/HPCA68181.2026.11408481,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Quantization; GPU Kernel / DSL / Compiler
Compression-Aware Gradient Splitting for Collective Communications in Distributed Training,HPCA 2026,distributed training / compressed collective communication,,10.1109/HPCA68181.2026.11408444,https://doi.org/10.1109/HPCA68181.2026.11408444,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Distributed Training / Inference
ELORA: Efficient LoRA and KV Cache Management for Multi-LoRA LLM Serving,HPCA 2026,multi-LoRA serving / KV cache management,,10.1109/HPCA68181.2026.11408492,https://doi.org/10.1109/HPCA68181.2026.11408492,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
Focus,HPCA 2026,efficient VLM + PIM inference + reasoning accelerator + speculative decoding,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Multimodal / MLLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
GyRot: Leveraging Hidden Synergy between Rotation and Fine-grained Group Quantization for Low-bit LLM Inference,HPCA 2026,low-bit LLM quantization / accelerator co-design,2607.27694,,https://arxiv.org/abs/2607.27694,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
LILo: Harnessing the On-chip Accelerators in Intel CPUs for Compressed LLM Inference Acceleration,HPCA 2026,compressed CPU LLM inference / Intel IAA-AMX-AVX co-execution,,10.1109/HPCA68181.2026.11408577,https://doi.org/10.1109/HPCA68181.2026.11408577,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
LoCaLUT,HPCA 2026,efficient VLM + PIM inference + reasoning accelerator + speculative decoding,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Multimodal / MLLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
PADE: A Predictor-Free Sparse Attention Accelerator via Unified Execution and Stage Fusion,HPCA 2026,sparse attention accelerator / algorithm-hardware co-design,2512.14322,,https://arxiv.org/abs/2512.14322,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
PASCAL: A Phase-Aware Scheduling Algorithm for Serving Reasoning-based Large Language Models,HPCA 2026,reasoning LLM serving / phase-aware scheduling,2602.11530,,https://arxiv.org/abs/2602.11530,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Efficient Reasoning / Agents
PIMphony,HPCA 2026,efficient VLM + PIM inference + reasoning accelerator + speculative decoding,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Multimodal / MLLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
ReThermal: Co-Design of Thermal-Aware Static and Dynamic Scheduling for LLM Training on Liquid-Cooled Wafer-Scale Chips,HPCA 2026,wafer-scale LLM training / thermal-aware scheduling,,10.1109/HPCA68181.2026.11408476,https://doi.org/10.1109/HPCA68181.2026.11408476,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
RPU,HPCA 2026,efficient VLM + PIM inference + reasoning accelerator + speculative decoding,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Multimodal / MLLM Serving; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
SCALE: Tackling Communication Bottlenecks in Confidential Distributed Machine Learning,HPCA 2026,confidential multi-GPU ML / communication acceleration,,10.1109/HPCA68181.2026.11408582,https://doi.org/10.1109/HPCA68181.2026.11408582,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Distributed Training / Inference
The Cost of Dynamic Reasoning: Demystifying AI Agents and Test-Time Scaling from an AI Infrastructure Perspective,HPCA 2026,agentic reasoning infrastructure / efficiency characterization,2506.04301,,https://arxiv.org/abs/2506.04301,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Efficient Reasoning / Agents
Towards Compute-Aware In-Switch Computing for LLMs Tensor-Parallelism on Multi-GPU Systems,HPCA 2026,tensor parallelism / in-switch collective-compute co-design,2605.05628,10.1109/HPCA68181.2026.11408460,https://arxiv.org/abs/2605.05628,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Distributed Training / Inference
Towards Resource-Efficient Serverless LLM Inference with SLINFER,HPCA 2026,serverless LLM serving / heterogeneous CPU-GPU sharing,2507.00507,,https://arxiv.org/abs/2507.00507,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
"eGPU: Production-Scale Elastic Sharing over 10,000 GPUs",HPCA 2026 Industry Track,production GPU sharing / elastic multi-tenant ML,,10.1109/HPCA68181.2026.11408556,https://doi.org/10.1109/HPCA68181.2026.11408556,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Distributed Training / Inference
Accelerating Diffusion Transformer via Gradient-Optimized Cache,ICCV 2025,diffusion transformer feature caching,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Qiu_Accelerating_Diffusion_Transformer_via_Gradient-Optimized_Cache_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Adaptive Caching for Faster Video Generation with Diffusion Transformers,ICCV 2025,video diffusion acceleration / adaptive feature caching,2411.02397,,https://arxiv.org/abs/2411.02397,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; GPU Kernel / DSL / Compiler; Video / Image Generation; Diffusion / Flow Acceleration
AIM: Adaptive Inference of Multi-Modal LLMs via Token Merging and Pruning,ICCV 2025,multimodal token merging/pruning,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Zhong_AIM_Adaptive_Inference_of_Multi-Modal_LLMs_via_Token_Merging_and_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
AirCache: Activating Inter-modal Relevancy KV Cache Compression for Efficient Large Vision-Language Model Inference,ICCV 2025,multimodal KV-cache compression,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Huang_AirCache_Activating_Inter-modal_Relevancy_KV_Cache_Compression_for_Efficient_Large_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Multimodal / MLLM Serving
CHORDS: Diffusion Sampling Accelerator with Multi-core Hierarchical ODE Solvers,ICCV 2025,diffusion sampling acceleration / multi-core parallel ODE solvers,2507.15260,,https://arxiv.org/abs/2507.15260,https://github.com/hanjq17/CHORDS,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
FastVAR: Linear Visual Autoregressive Modeling via Cached Token Pruning,ICCV 2025,autoregressive image generation acceleration / cached token pruning,2503.23367,,https://arxiv.org/abs/2503.23367,https://github.com/csguoh/FastVAR,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Efficient Attention; Video / Image Generation
Fewer Denoising Steps or Cheaper Per-Step Inference: Towards Compute-Optimal Diffusion Model Deployment,ICCV 2025,diffusion deployment / compute-optimal inference,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Du_Fewer_Denoising_Steps_or_Cheaper_Per-Step_Inference_Towards_Compute-Optimal_Diffusion_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
From Reusing to Forecasting: Accelerating Diffusion Models with TaylorSeers,ICCV 2025,diffusion acceleration / feature forecasting,2503.06923,,https://arxiv.org/abs/2503.06923,https://github.com/Shenyi-Z/TaylorSeer,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Model Reveals What to Cache: Profiling-Based Feature Reuse for Video Diffusion Models,ICCV 2025,video diffusion acceleration / profiling-guided feature reuse,2504.03140,,https://arxiv.org/abs/2504.03140,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Model Reveals What to Cache: Profiling-Based Feature Reuse for Video Diffusion Models,ICCV 2025,video diffusion feature caching,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Ma_Model_Reveals_What_to_Cache_Profiling-Based_Feature_Reuse_for_Video_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
